step,timestamp,action,price,shares,reward,transaction_cost,slippage,time_penalty
64,2023-07-03 08:03:10.228192897,1,194.2,78.0,-0.04183161820430158,0.025398218204301576,0.0,0.0164334
65,2023-07-03 08:03:14.348034555,2,194.2,72.0,-0.041859818204301576,0.025398218204301576,0.0,0.0164616
68,2023-07-03 08:03:21.985283743,2,194.2,110.0,-0.21961894563441262,0.2031857456344126,0.0,0.0164332
69,2023-07-03 08:03:24.714056048,1,194.2,177.0,-0.041825818204301576,0.025398218204301576,0.0,0.0164276
71,2023-07-03 08:03:30.071432879,2,194.15,144.0,-0.1176977364085861,0.05079643640860315,0.04999999999998295,0.0169013
72,2023-07-03 08:03:30.071432879,1,194.15,245.0,-0.14721751803552768,0.08031621803554471,0.04999999999998295,0.0169013
75,2023-07-03 08:03:30.071949082,2,194.13,201.0,-0.11186681820429475,0.025398218204301576,0.06999999999999318,0.0164686
79,2023-07-03 08:04:10.234613592,2,194.2,55.0,-0.042285918204301574,0.025398218204301576,0.0,0.0168877
81,2023-07-03 08:04:10.234613592,2,194.2,68.0,-0.1671455852452212,0.15025788524522118,0.0,0.0168877
83,2023-07-03 08:04:14.352018066,1,194.19,242.0,-0.2196369456344126,0.2031857456344126,0.0,0.0164512
87,2023-07-03 08:04:22.775930851,2,194.24,99.0,-0.10702691803553561,0.08031621803554471,0.009999999999990905,0.0167107
90,2023-07-03 08:04:22.775930851,2,194.25,143.0,-0.21711761803554924,0.08031621803554471,0.12000000000000455,0.0168014
105,2023-07-03 08:05:13.717864037,1,194.13,141.0,-0.23103776012723787,0.08423636012724241,0.12999999999999545,0.0168014
106,2023-07-03 08:05:13.717864037,1,194.13,76.0,-0.17263501820429702,0.025398218204301576,0.12999999999999545,0.0172368
107,2023-07-03 08:05:13.717864037,1,194.13,168.0,-0.17263501820429702,0.025398218204301576,0.12999999999999545,0.0172368
109,2023-07-03 08:05:13.717864037,1,194.12,68.0,-0.23755301803553108,0.08031621803554471,0.13999999999998636,0.0172368
112,2023-07-03 08:05:28.625249690,2,194.15,127.0,-0.1418362182042959,0.025398218204301576,0.09999999999999432,0.016438
116,2023-07-03 08:05:44.839501156,2,194.13,117.0,-0.32657512322316806,0.17959252322317262,0.12999999999999545,0.0169826
120,2023-07-03 08:05:49.385289017,2,194.17,73.0,-0.20637242322319194,0.17959252322317262,0.010000000000019327,0.0167799
121,2023-07-03 08:05:49.385289017,1,194.18,222.0,-0.09709611803554472,0.08031621803554471,0.0,0.0167799
122,2023-07-03 08:05:49.385289017,2,194.19,78.0,-0.24637242322318398,0.17959252322317262,0.05000000000001137,0.0167799
