step,timestamp,action,price,shares,reward,transaction_cost,slippage,time_penalty
1836,2023-07-03 11:00:00.448789643,2,193.44,164.0,-0.19627232322317262,0.17959252322317262,0.0,0.0166798
1838,2023-07-03 11:00:00.448791544,1,193.44,232.0,-0.19656102322317262,0.17959252322317262,0.0,0.0169685
1840,2023-07-03 11:00:00.448792577,2,193.44,230.0,-0.09718141803554471,0.08031621803554471,0.0,0.0168652
1842,2023-07-03 11:00:00.448885763,1,193.44,250.0,-0.2852680764509418,0.2687894764509418,0.0,0.0164786
1843,2023-07-03 11:00:00.448919895,2,193.44,79.0,-0.09276905461290473,0.07619465461290473,0.0,0.0165744
1845,2023-07-03 11:00:00.693896086,1,193.45,200.0,-0.246236223223184,0.17959252322317262,0.05000000000001137,0.0166437
1848,2023-07-03 11:00:00.946625283,1,193.48,106.0,-0.17251320464463907,0.03591850464463453,0.12000000000000455,0.0165947
1853,2023-07-03 11:00:04.623821749,1,193.46,231.0,-0.31615072322317717,0.17959252322317262,0.12000000000000455,0.0165582
1854,2023-07-03 11:00:04.623821749,1,193.46,193.0,-0.2083952092892736,0.07183700928926906,0.12000000000000455,0.0165582
1856,2023-07-03 11:00:05.803122502,2,193.43,215.0,-0.24681471803555038,0.08031621803554471,0.15000000000000568,0.0164985
1857,2023-07-03 11:00:13.267697063,2,193.52,68.0,-0.09679321803554472,0.08031621803554471,0.0,0.016477
1858,2023-07-03 11:00:16.198271141,2,193.47,215.0,-0.131899218204305,0.025398218204301576,0.09000000000000341,0.016501
1859,2023-07-03 11:00:19.630999574,1,193.47,75.0,-0.041885618204301575,0.025398218204301576,0.0,0.0164874
1860,2023-07-03 11:00:20.666161172,1,193.46,156.0,-0.13674681803553676,0.08031621803554471,0.03999999999999204,0.0164306
1861,2023-07-03 11:00:20.669537821,2,193.45,90.0,-0.09188211820431294,0.025398218204301576,0.05000000000001137,0.0164839
1864,2023-07-03 11:00:20.674415308,1,193.43,222.0,-0.2661599232231658,0.17959252322317262,0.06999999999999318,0.0165674
1866,2023-07-03 11:00:20.675674538,2,193.41,107.0,-0.286136723223176,0.17959252322317262,0.09000000000000341,0.0165442
1867,2023-07-03 11:00:20.676253393,2,193.41,169.0,-0.28609732322317605,0.17959252322317262,0.09000000000000341,0.0165048
1868,2023-07-03 11:00:29.727036732,2,193.47,252.0,-0.042775818204301576,0.025398218204301576,0.0,0.0173776
1872,2023-07-03 11:00:29.727036732,2,193.49,169.0,-0.22697012322317375,0.17959252322317262,0.030000000000001137,0.0173776
1876,2023-07-03 11:00:33.339340244,1,193.49,131.0,-0.07183541820430271,0.025398218204301576,0.030000000000001137,0.0164372
1878,2023-07-03 11:00:39.722287615,2,193.45,103.0,-0.05240600464463453,0.03591850464463453,0.0,0.0164875
1879,2023-07-03 11:00:41.589344919,1,193.44,133.0,-0.20608682322316352,0.17959252322317262,0.009999999999990905,0.0164943
1887,2023-07-03 11:01:07.796211805,2,193.47,105.0,-0.246288823223184,0.17959252322317262,0.05000000000001137,0.0166963
1888,2023-07-03 11:01:07.796211805,2,193.47,129.0,-0.246288823223184,0.17959252322317262,0.05000000000001137,0.0166963
1890,2023-07-03 11:01:14.729278552,1,193.47,132.0,-0.246357923223184,0.17959252322317262,0.05000000000001137,0.0167654
1892,2023-07-03 11:01:14.729278552,2,193.46,191.0,-0.17513227612860433,0.09836687612860205,0.060000000000002274,0.0167654
1895,2023-07-03 11:01:33.503458597,1,193.5,192.0,-0.22138831951925064,0.1849018195192404,0.020000000000010232,0.0164865
1896,2023-07-03 11:01:33.503474287,1,193.5,209.0,-0.19296243194906845,0.15656513194905822,0.020000000000010232,0.0163973
1897,2023-07-03 11:01:33.503601086,2,193.5,126.0,-0.1990566465715819,0.16262794657157165,0.020000000000010232,0.0164287
1898,2023-07-03 11:01:35.155460702,1,193.47,146.0,-0.49902537080716836,0.432516070807157,0.05000000000001137,0.0165093
1899,2023-07-03 11:01:38.303839075,1,193.46,159.0,-0.10197141820430385,0.025398218204301576,0.060000000000002274,0.0165732
1900,2023-07-03 11:01:49.248701446,2,193.46,205.0,-0.08219831820429362,0.025398218204301576,0.03999999999999204,0.0168001
1901,2023-07-03 11:01:49.248701446,1,193.45,149.0,-0.09219831820431294,0.025398218204301576,0.05000000000001137,0.0168001
1905,2023-07-03 11:02:00.529242190,2,193.47,211.0,-0.22619482322317375,0.17959252322317262,0.030000000000001137,0.0166023
1906,2023-07-03 11:02:00.529242190,1,193.48,206.0,-0.12458430870315246,0.08798200870314223,0.020000000000010232,0.0166023
1907,2023-07-03 11:02:00.637632744,2,193.48,84.0,-0.19326503194906847,0.15656513194905822,0.020000000000010232,0.0166999
1910,2023-07-03 11:02:01.476183270,2,193.48,78.0,-0.0932828424122012,0.056792142412190966,0.020000000000010232,0.0164907
1911,2023-07-03 11:02:03.318839762,1,193.45,183.0,-0.06194161820431181,0.025398218204301576,0.020000000000010232,0.0165434
1912,2023-07-03 11:02:07.402482214,2,193.45,209.0,-0.11683191803555495,0.08031621803554471,0.020000000000010232,0.0165157
1914,2023-07-03 11:02:14.699227156,2,193.47,174.0,-0.05241360464463453,0.03591850464463453,0.0,0.0164951
1916,2023-07-03 11:02:21.656327008,1,193.47,54.0,-0.05240210464463453,0.03591850464463453,0.0,0.0164836
1919,2023-07-03 11:02:37.314022910,1,193.43,100.0,-0.23657492322316467,0.17959252322317262,0.03999999999999204,0.0169824
1921,2023-07-03 11:02:37.314022910,1,193.42,163.0,-0.1472986180355561,0.08031621803554471,0.05000000000001137,0.0169824
1922,2023-07-03 11:02:43.312382985,2,193.47,96.0,-0.042048218204301574,0.025398218204301576,0.0,0.01665
1924,2023-07-03 11:02:43.315991145,2,193.47,161.0,-0.246438523223184,0.17959252322317262,0.05000000000001137,0.016846
1925,2023-07-03 11:02:45.505620950,1,193.52,180.0,-0.09691111803554471,0.08031621803554471,0.0,0.0165949
1926,2023-07-03 11:02:45.505620950,1,193.52,175.0,-0.17722733607108943,0.16063243607108943,0.0,0.0165949
1928,2023-07-03 11:02:47.140286419,2,193.52,108.0,-0.1769696180355288,0.08031621803554471,0.07999999999998408,0.0166534
1930,2023-07-03 11:02:47.140286419,2,193.51,72.0,-0.19088976012724582,0.08423636012724241,0.09000000000000341,0.0166534
1932,2023-07-03 11:02:47.389856399,2,193.51,204.0,-0.20806017281720973,0.1015928728172063,0.09000000000000341,0.0164673
1933,2023-07-03 11:02:49.769328479,1,193.52,149.0,-0.04183651820430158,0.025398218204301576,0.0,0.0164383
1934,2023-07-03 11:02:52.788619892,1,193.54,185.0,-0.4356701464463475,0.35918504644634525,0.060000000000002274,0.0164851
1935,2023-07-03 11:03:00.537337467,2,193.54,156.0,-0.17807047281720856,0.1015928728172063,0.060000000000002274,0.0164776
1936,2023-07-03 11:03:03.439717686,1,193.54,239.0,-0.3204533820430271,0.25398218204301576,0.05000000000001137,0.0164712
1937,2023-07-03 11:03:12.821735900,2,193.51,108.0,-0.22636082322317375,0.17959252322317262,0.030000000000001137,0.0167683
1939,2023-07-03 11:03:12.821735900,1,193.5,200.0,-0.13708451803553676,0.08031621803554471,0.03999999999999204,0.0167683
1941,2023-07-03 11:03:18.710123517,2,193.52,88.0,-0.042017818204301574,0.025398218204301576,0.0,0.0166196
1943,2023-07-03 11:03:37.208586047,2,193.52,144.0,-0.2562639232231749,0.17959252322317262,0.060000000000002274,0.0166714
1944,2023-07-03 11:03:37.208586047,2,193.52,99.0,-0.156987618035547,0.08031621803554471,0.060000000000002274,0.0166714
1946,2023-07-03 11:03:38.832708019,2,193.54,181.0,-0.41566414644636573,0.35918504644634525,0.040000000000020464,0.0164791
1949,2023-07-03 11:03:47.527604033,1,193.59,169.0,-0.10694311803553562,0.08031621803554471,0.009999999999990905,0.0166269
1952,2023-07-03 11:04:33.083170546,1,193.58,126.0,-0.8199166803554473,0.8031621803554473,0.0,0.0167545
1956,2023-07-03 11:04:33.083247283,1,193.59,236.0,-0.05189741820429248,0.025398218204301576,0.009999999999990905,0.0164992
1958,2023-07-03 11:04:42.083567813,2,193.59,181.0,-0.15567797030934327,0.13911177030934327,0.0,0.0165662
1960,2023-07-03 11:04:42.140356990,2,193.59,106.0,-0.18527532184874002,0.1586118218487491,0.009999999999990905,0.0166635
1962,2023-07-03 11:04:42.140356990,1,193.59,82.0,-0.11089986012723331,0.08423636012724241,0.009999999999990905,0.0166635
1965,2023-07-03 11:05:08.508047886,2,193.56,123.0,-0.113255742412183,0.056792142412190966,0.03999999999999204,0.0164636
1966,2023-07-03 11:05:10.315232726,2,193.56,248.0,-0.1548547761285941,0.09836687612860205,0.03999999999999204,0.0164879
1967,2023-07-03 11:05:16.165440048,2,193.56,81.0,-0.08188861820429362,0.025398218204301576,0.03999999999999204,0.0164904
1970,2023-07-03 11:05:25.112318752,1,193.56,102.0,-0.09253500464462658,0.03591850464463453,0.03999999999999204,0.0166165
1971,2023-07-03 11:05:25.112318752,1,193.56,246.0,-0.08201471820429362,0.025398218204301576,0.03999999999999204,0.0166165
1972,2023-07-03 11:05:26.577710548,1,193.55,194.0,-0.3203910820429987,0.25398218204301576,0.04999999999998295,0.0164089
1976,2023-07-03 11:05:26.577957697,1,193.54,217.0,-0.14695321803555608,0.08031621803554471,0.05000000000001137,0.016637
1980,2023-07-03 11:05:27.750704183,1,193.52,55.0,-0.17690921803552878,0.08031621803554471,0.07999999999998408,0.016593
1981,2023-07-03 11:05:27.750704183,1,193.52,61.0,-0.17690921803552878,0.08031621803554471,0.07999999999998408,0.016593
1983,2023-07-03 11:05:28.297437130,2,193.5,123.0,-0.1419495182042959,0.025398218204301576,0.09999999999999432,0.0165513
1984,2023-07-03 11:05:38.563543384,2,193.47,251.0,-0.20564767030935463,0.13911177030934327,0.05000000000001137,0.0165359
1985,2023-07-03 11:05:38.563562779,1,193.47,114.0,-0.24610032322318398,0.17959252322317262,0.05000000000001137,0.0165078
1987,2023-07-03 11:05:38.564899710,2,193.46,145.0,-0.3175321541066365,0.24094865410663419,0.060000000000002274,0.0165835
1988,2023-07-03 11:05:38.565293950,1,193.45,56.0,-0.11185341820432318,0.025398218204301576,0.0700000000000216,0.0164552
1989,2023-07-03 11:05:38.565653539,2,193.46,226.0,-0.156792818035547,0.08031621803554471,0.060000000000002274,0.0164766
1990,2023-07-03 11:05:38.797404862,2,193.47,119.0,-0.04183961820430157,0.025398218204301576,0.0,0.0164414
1991,2023-07-03 11:05:56.991695972,1,193.45,112.0,-0.11187251820432317,0.025398218204301576,0.0700000000000216,0.0164743
1993,2023-07-03 11:06:16.177891052,2,193.47,225.0,-0.04194821820430157,0.025398218204301576,0.0,0.01655
1994,2023-07-03 11:06:16.177891052,1,193.47,60.0,-0.231149266383672,0.16459926638366065,0.05000000000001137,0.01655
1996,2023-07-03 11:06:16.644069472,1,193.46,243.0,-0.14840030928927134,0.07183700928926906,0.060000000000002274,0.0165633
2000,2023-07-03 11:06:16.644866585,2,193.52,141.0,-0.07323514241219096,0.056792142412190966,0.0,0.016443
2001,2023-07-03 11:06:18.989157268,2,193.52,141.0,-0.12719061803554585,0.08031621803554471,0.030000000000001137,0.0168744
2002,2023-07-03 11:06:18.989157268,2,193.54,135.0,-0.10719061803556404,0.08031621803554471,0.010000000000019327,0.0168744
2003,2023-07-03 11:06:18.989157268,2,193.54,100.0,-0.20646692322319196,0.17959252322317262,0.010000000000019327,0.0168744
2005,2023-07-03 11:06:18.989167781,2,193.55,239.0,-0.22907233916729197,0.21249673916729198,0.0,0.0165756
2011,2023-07-03 11:07:39.673839779,2,193.47,189.0,-0.246154623223184,0.17959252322317262,0.05000000000001137,0.0165621
2012,2023-07-03 11:07:41.846720117,1,193.46,212.0,-0.12047100435157337,0.04399100435157111,0.060000000000002274,0.01648
2013,2023-07-03 11:07:52.843221664,2,193.47,157.0,-0.1337642691127468,0.06719736911273545,0.05000000000001137,0.0165669
2014,2023-07-03 11:07:57.036320093,2,193.46,191.0,-0.1439940691127377,0.06719736911273545,0.060000000000002274,0.0167967
2017,2023-07-03 11:07:57.036320093,2,193.45,8.0,-0.1474431180355561,0.08031621803554471,0.05000000000001137,0.0171269
2021,2023-07-03 11:08:12.166470634,1,193.41,58.0,-0.25671942322317487,0.17959252322317262,0.060000000000002274,0.0171269
2024,2023-07-03 11:08:13.024766428,2,193.4,58.0,-0.1626837546128979,0.07619465461290473,0.06999999999999318,0.0164891
2031,2023-07-03 11:08:47.381257991,1,193.4,110.0,-0.1225297046446277,0.03591850464463453,0.06999999999999318,0.0166112
2033,2023-07-03 11:08:47.383968822,1,193.39,136.0,-0.2763128232231851,0.17959252322317262,0.0800000000000125,0.0167203
2035,2023-07-03 11:08:47.383968822,2,193.4,235.0,-0.2663128232231658,0.17959252322317262,0.06999999999999318,0.0167203
2036,2023-07-03 11:08:55.173214344,2,193.42,11.0,-0.07190271820430272,0.025398218204301576,0.030000000000001137,0.0165045
2043,2023-07-03 11:09:59.390007624,1,193.45,126.0,-0.0718666182043027,0.025398218204301576,0.030000000000001137,0.0164684
2047,2023-07-03 11:10:09.538361982,1,193.48,168.0,-0.10104146012724241,0.08423636012724241,0.0,0.0168051
2050,2023-07-03 11:10:17.045464627,1,193.49,164.0,-0.19305325450150645,0.16654725450151556,0.009999999999990905,0.016506
2052,2023-07-03 11:10:29.556501620,2,193.49,196.0,-0.20436942743010195,0.17778752743011103,0.009999999999990905,0.0165819
2053,2023-07-03 11:10:29.556501620,1,193.5,116.0,-0.41896535079821845,0.40238345079821847,0.0,0.0165819
2058,2023-07-03 11:10:52.494519481,1,193.55,110.0,-0.13561280293689043,0.11912820293689044,0.0,0.0164846
2060,2023-07-03 11:11:02.382615794,2,193.52,182.0,-0.12181931820428565,0.025398218204301576,0.07999999999998408,0.0164211
2062,2023-07-03 11:11:31.158632671,2,193.56,142.0,-0.2192434465715637,0.16262794657157165,0.03999999999999204,0.0166155
2067,2023-07-03 11:12:04.142822733,2,193.5,93.0,-0.1421654182042959,0.025398218204301576,0.09999999999999432,0.0167672
2070,2023-07-03 11:12:04.162440992,1,193.48,202.0,-0.21699701803554927,0.08031621803554471,0.12000000000000455,0.0166808
2072,2023-07-03 11:12:05.406787626,2,193.46,131.0,-0.15694581803554697,0.08031621803554471,0.060000000000002274,0.0166296
2073,2023-07-03 11:12:05.406787626,2,193.45,142.0,-0.17177723075502366,0.09503143075502138,0.060000000000002274,0.0167458
2076,2023-07-03 11:12:11.740179832,1,193.45,70.0,-0.10214401820430385,0.025398218204301576,0.060000000000002274,0.0167458
2078,2023-07-03 11:12:11.905105937,1,193.43,228.0,-0.16728856649853768,0.11070826649854565,0.03999999999999204,0.0165803
2079,2023-07-03 11:12:22.326429914,1,193.44,228.0,-0.06185891820431181,0.025398218204301576,0.020000000000010232,0.0164607
2081,2023-07-03 11:12:30.790175349,1,193.45,85.0,-0.26926461487644493,0.2327785148764347,0.020000000000010232,0.0164861
2082,2023-07-03 11:12:38.408866101,2,193.43,214.0,-0.09242830464462658,0.03591850464463453,0.03999999999999204,0.0165098
2084,2023-07-03 11:12:42.004574603,2,193.4,82.0,-0.11198221820429476,0.025398218204301576,0.06999999999999318,0.016584
2085,2023-07-03 11:13:03.309614187,2,193.42,225.0,-0.041924718204301575,0.025398218204301576,0.0,0.0165265
2086,2023-07-03 11:13:53.930047061,1,193.42,257.0,-0.09096800435157225,0.04399100435157111,0.030000000000001137,0.016977
2088,2023-07-03 11:13:53.930047061,1,193.4,105.0,-0.09237521820428451,0.025398218204301576,0.04999999999998295,0.016977
2089,2023-07-03 11:13:53.930047061,2,193.4,253.0,-0.24656952322315556,0.17959252322317262,0.04999999999998295,0.016977
2093,2023-07-03 11:14:10.835856023,2,193.45,120.0,-0.5845783241219096,0.5679214241219096,0.0,0.0166569
2094,2023-07-03 11:14:10.835856023,1,193.45,220.0,-0.21624942322318286,0.17959252322317262,0.020000000000010232,0.0166569
2095,2023-07-03 11:14:10.835856023,1,193.45,91.0,-0.21624942322318286,0.17959252322317262,0.020000000000010232,0.0166569
2100,2023-07-03 11:14:13.077978226,2,193.45,79.0,-0.26619012322319424,0.17959252322317262,0.0700000000000216,0.0165976
2101,2023-07-03 11:14:16.990608548,2,193.45,181.0,-0.06193301820431181,0.025398218204301576,0.020000000000010232,0.0165348
2103,2023-07-03 11:14:25.496936817,1,193.45,197.0,-0.12445580870315245,0.08798200870314223,0.020000000000010232,0.0164738
2105,2023-07-03 11:14:57.944296706,2,193.47,101.0,-0.13829360928928042,0.07183700928926906,0.05000000000001137,0.0164566
2109,2023-07-03 11:15:04.872517768,1,193.41,135.0,-0.30656542322318625,0.17959252322317262,0.11000000000001364,0.0169729
2111,2023-07-03 11:15:07.184084928,1,193.43,156.0,-0.19612202322317263,0.17959252322317262,0.0,0.0165295
2113,2023-07-03 11:15:10.363896347,1,193.43,141.0,-0.23610012322316465,0.17959252322317262,0.03999999999999204,0.0165076
2114,2023-07-03 11:15:14.173970288,2,193.43,144.0,-0.19618982322317263,0.17959252322317262,0.0,0.0165973
2115,2023-07-03 11:15:14.173970288,2,193.46,153.0,-0.20618982322316354,0.17959252322317262,0.009999999999990905,0.0165973
2117,2023-07-03 11:15:14.173982638,1,193.47,73.0,-0.246660423223184,0.17959252322317262,0.05000000000001137,0.0170679
2118,2023-07-03 11:15:14.173982638,2,193.47,209.0,-0.246660423223184,0.17959252322317262,0.05000000000001137,0.0170679
2120,2023-07-03 11:15:14.173982638,2,193.48,114.0,-0.12890490928928952,0.07183700928926906,0.040000000000020464,0.0170679
2122,2023-07-03 11:15:14.176286471,1,193.48,189.0,-0.1678114664985661,0.11070826649854565,0.040000000000020464,0.0171032
2123,2023-07-03 11:15:14.176286471,2,193.49,145.0,-0.22669572322317377,0.17959252322317262,0.030000000000001137,0.0171032
2124,2023-07-03 11:15:14.176286471,2,193.49,155.0,-0.11741941803555495,0.08031621803554471,0.020000000000010232,0.0171032
2126,2023-07-03 11:15:14.176286471,1,193.5,128.0,-0.11741941803555495,0.08031621803554471,0.020000000000010232,0.0171032
2127,2023-07-03 11:15:14.176286471,2,193.5,73.0,-0.11741941803555495,0.08031621803554471,0.020000000000010232,0.0171032
2129,2023-07-03 11:15:14.178055000,2,193.49,55.0,-0.21641942322318286,0.17959252322317262,0.020000000000010232,0.0168269
2132,2023-07-03 11:15:14.178055000,1,193.5,71.0,-0.21641942322318286,0.17959252322317262,0.020000000000010232,0.0168269
2133,2023-07-03 11:15:14.178055000,2,193.51,55.0,-0.13154643635884003,0.10471953635882071,0.010000000000019327,0.0168269
2136,2023-07-03 11:15:14.194322910,2,193.51,16.0,-0.20669582322319194,0.17959252322317262,0.010000000000019327,0.0171033
2137,2023-07-03 11:15:14.194322910,1,193.52,233.0,-0.09741951803554472,0.08031621803554471,0.0,0.0171033
2138,2023-07-03 11:15:14.194322910,2,193.52,184.0,-0.2138370522572041,0.1967337522572041,0.0,0.0171033
2139,2023-07-03 11:15:14.194322910,2,193.52,49.0,-0.13760623640862474,0.05079643640860315,0.0700000000000216,0.0168098
2157,2023-07-03 11:16:56.540958821,1,193.47,84.0,-0.042006218204301574,0.025398218204301576,0.0,0.016608
2159,2023-07-03 11:17:13.727403330,1,193.47,59.0,-0.09210031820431294,0.025398218204301576,0.05000000000001137,0.0167021
2160,2023-07-03 11:17:13.727403330,1,193.45,233.0,-0.11210031820432317,0.025398218204301576,0.0700000000000216,0.0167021
2166,2023-07-03 11:18:50.453958876,1,193.52,244.0,-0.1670144180355379,0.08031621803554471,0.06999999999999318,0.0166982
2167,2023-07-03 11:18:59.211968027,2,193.52,149.0,-0.3516723828330934,0.2651651828331002,0.06999999999999318,0.0165072
2168,2023-07-03 11:19:00.717730437,1,193.53,88.0,-0.2564397232231749,0.17959252322317262,0.060000000000002274,0.0168472
2172,2023-07-03 11:20:01.039731370,1,193.52,78.0,-0.41873869949563014,0.33212479949563695,0.06999999999999318,0.0166139
2177,2023-07-03 11:21:22.360006932,2,193.53,134.0,-0.24691082723657518,0.1703764272365729,0.060000000000002274,0.0165344
2179,2023-07-03 11:21:43.279088913,2,193.53,243.0,-0.3985408304049771,0.312098530404984,0.06999999999999318,0.0164423
2181,2023-07-03 11:21:49.152915484,1,193.53,250.0,-0.1667873180355379,0.08031621803554471,0.06999999999999318,0.0164711
2182,2023-07-03 11:21:53.091986444,2,193.53,149.0,-0.11191531820429476,0.025398218204301576,0.06999999999999318,0.0165171
2183,2023-07-03 11:22:45.732933562,2,193.53,158.0,-0.2560737232231749,0.17959252322317262,0.060000000000002274,0.0164812
2184,2023-07-03 11:22:45.732936417,2,193.53,103.0,-0.25607082322317487,0.17959252322317262,0.060000000000002274,0.0164783
2185,2023-07-03 11:23:06.317074781,2,193.53,100.0,-0.2431663319490514,0.15656513194905822,0.06999999999999318,0.0166012
2191,2023-07-03 11:23:06.319098437,1,193.53,166.0,-0.2430286319490514,0.15656513194905822,0.06999999999999318,0.0164635
2194,2023-07-03 11:23:06.319115141,1,193.53,100.0,-0.1670281180355379,0.08031621803554471,0.06999999999999318,0.0167119
2196,2023-07-03 11:23:06.319190201,2,193.53,149.0,-0.2430877319490514,0.15656513194905822,0.06999999999999318,0.0165226
2197,2023-07-03 11:23:06.319237466,1,193.53,156.0,-0.24302853194905139,0.15656513194905822,0.06999999999999318,0.0164634
2198,2023-07-03 11:23:06.319282103,2,193.53,190.0,-0.2429796319490514,0.15656513194905822,0.06999999999999318,0.0164145
2200,2023-07-03 11:23:22.009623014,1,193.53,141.0,-0.2561584232231749,0.17959252322317262,0.060000000000002274,0.0165659
2201,2023-07-03 11:23:22.009624560,1,193.53,90.0,-0.2561254232231749,0.17959252322317262,0.060000000000002274,0.0165329
2203,2023-07-03 11:23:30.901699528,2,193.53,201.0,-0.04186211820430158,0.025398218204301576,0.0,0.0164639
2204,2023-07-03 11:23:40.631291653,2,193.53,113.0,-0.09680861803554472,0.08031621803554471,0.0,0.0164924
2205,2023-07-03 11:23:45.023265871,1,193.53,144.0,-0.27049848204301574,0.25398218204301576,0.0,0.0165163
2206,2023-07-03 11:23:46.396585737,2,193.53,110.0,-0.4571031169515928,0.4406426169515928,0.0,0.0164605
2210,2023-07-03 11:23:48.213377108,2,193.55,34.0,-0.21611482322318287,0.17959252322317262,0.020000000000010232,0.0165223
2215,2023-07-03 11:25:13.626582368,1,193.58,170.0,-0.10723921803553563,0.08031621803554471,0.009999999999990905,0.016923
2216,2023-07-03 11:25:13.626582368,1,193.58,64.0,-0.10723921803553563,0.08031621803554471,0.009999999999990905,0.016923
2217,2023-07-03 11:25:13.626582368,1,193.58,95.0,-0.20651552322316352,0.17959252322317262,0.009999999999990905,0.016923
2218,2023-07-03 11:25:13.626582368,2,193.58,177.0,-0.20651552322316352,0.17959252322317262,0.009999999999990905,0.016923
2219,2023-07-03 11:25:13.626582368,1,193.58,190.0,-0.20651552322316352,0.17959252322317262,0.009999999999990905,0.016923
2220,2023-07-03 11:25:27.926257210,2,193.59,116.0,-0.14344729102150788,0.12699109102150788,0.0,0.0164562
2221,2023-07-03 11:25:27.926275860,1,193.59,114.0,-0.16889630922580945,0.15238930922580946,0.0,0.016507
2225,2023-07-03 11:25:58.544412669,1,193.6,194.0,-0.053404104644634534,0.03591850464463453,0.0,0.0174856
2228,2023-07-03 11:25:58.544520432,1,193.61,76.0,-0.07888697497640569,0.062212674976405695,0.0,0.0166743
2230,2023-07-03 11:26:50.285477207,2,193.61,70.0,-0.05253810464463453,0.03591850464463453,0.0,0.0166196
2231,2023-07-03 11:26:52.651771254,2,193.61,100.0,-0.04184081820430158,0.025398218204301576,0.0,0.0164426
2232,2023-07-03 11:26:56.504304700,1,193.61,131.0,-0.08371696911273545,0.06719736911273545,0.0,0.0165196
2233,2023-07-03 11:27:01.359328567,1,193.63,250.0,-0.09691491803554472,0.08031621803554471,0.0,0.0165987
2236,2023-07-03 11:27:28.625227738,2,193.62,53.0,-0.11689461803552653,0.08031621803554471,0.01999999999998181,0.0165784
2238,2023-07-03 11:27:44.316231245,2,193.61,77.0,-0.12681281803551742,0.08031621803554471,0.029999999999972715,0.0164966
2239,2023-07-03 11:28:09.512008853,2,193.6,243.0,-0.08200611820429361,0.025398218204301576,0.03999999999999204,0.0166079
2241,2023-07-03 11:28:39.093074844,2,193.64,137.0,-0.041911218204301576,0.025398218204301576,0.0,0.016513
2242,2023-07-03 11:28:40.343301316,2,193.64,186.0,-0.2695281803817272,0.25270908038172724,0.0,0.0168191
2243,2023-07-03 11:28:40.343301316,1,193.64,219.0,-0.09713531803554472,0.08031621803554471,0.0,0.0168191
2244,2023-07-03 11:28:40.343301316,1,193.64,179.0,-0.25910265991224773,0.24228355991224776,0.0,0.0168191
2245,2023-07-03 11:28:40.352240318,2,193.64,217.0,-0.09264245461290473,0.07619465461290473,0.0,0.0164478
2247,2023-07-03 11:29:41.034692128,1,193.62,134.0,-0.20351649102151015,0.12699109102150788,0.060000000000002274,0.0165254
2249,2023-07-03 11:29:46.557275399,2,193.65,52.0,-0.04198511820430158,0.025398218204301576,0.0,0.0165869
2251,2023-07-03 11:29:59.021001179,1,193.65,231.0,-0.0887508749763966,0.062212674976405695,0.009999999999990905,0.0165382
2259,2023-07-03 11:31:25.115665823,2,193.53,226.0,-0.29631902322316694,0.17959252322317262,0.09999999999999432,0.0167265
2260,2023-07-03 11:31:28.326612735,1,193.52,76.0,-0.1524770182042868,0.025398218204301576,0.10999999999998522,0.0170788
2261,2023-07-03 11:31:28.326612735,2,193.52,210.0,-0.26849009419727626,0.14141129419729104,0.10999999999998522,0.0170788
2262,2023-07-03 11:31:28.326612735,2,193.52,120.0,-0.1524770182042868,0.025398218204301576,0.10999999999998522,0.0170788
2263,2023-07-03 11:31:28.326612735,2,193.52,139.0,-0.30611832322315785,0.17959252322317262,0.10999999999998522,0.0165258
2267,2023-07-03 11:31:28.912408650,1,193.52,100.0,-0.3060264232231579,0.17959252322317262,0.10999999999998522,0.0164339
2268,2023-07-03 11:31:28.912765416,2,193.52,100.0,-0.18298850464462998,0.03591850464463453,0.12999999999999545,0.01707
2273,2023-07-03 11:31:29.525582312,1,193.5,252.0,-0.30156133002945923,0.15449133002946377,0.12999999999999545,0.01707
2274,2023-07-03 11:31:29.600974458,2,193.52,76.0,-0.1518666182042868,0.025398218204301576,0.10999999999998522,0.0164684
2275,2023-07-03 11:31:31.348927059,2,193.52,67.0,-0.3793487803817125,0.25270908038172724,0.10999999999998522,0.0166397
2277,2023-07-03 11:31:31.350108457,1,193.51,243.0,-0.31615392322317715,0.17959252322317262,0.12000000000000455,0.0165614
2279,2023-07-03 11:31:31.864302749,1,193.49,63.0,-0.1035057424121921,0.056792142412190966,0.030000000000001137,0.0167136
2280,2023-07-03 11:31:31.864302749,1,193.49,75.0,-0.08263210464463566,0.03591850464463453,0.030000000000001137,0.0167136
2281,2023-07-03 11:31:33.052932983,1,193.47,211.0,-0.09205661820431295,0.025398218204301576,0.05000000000001137,0.0166584
2282,2023-07-03 11:31:33.052932983,2,193.47,162.0,-0.09205661820431295,0.025398218204301576,0.05000000000001137,0.0166584
2286,2023-07-03 11:31:50.007809082,2,193.52,54.0,-0.041945718204301576,0.025398218204301576,0.0,0.0165475
2287,2023-07-03 11:31:50.007809082,2,193.52,51.0,-0.08194571820429361,0.025398218204301576,0.03999999999999204,0.0165475
2288,2023-07-03 11:31:50.008275382,2,193.52,88.0,-0.09235690464462656,0.03591850464463453,0.03999999999999204,0.0164384
2290,2023-07-03 11:31:50.009209657,1,193.52,213.0,-0.09235200464462658,0.03591850464463453,0.03999999999999204,0.0164335
2291,2023-07-03 11:31:50.009690848,1,193.52,141.0,-0.09244080464462658,0.03591850464463453,0.03999999999999204,0.0165223
